dataset,model,seed,user_id,item_id,rating,prediction,user_gate,item_gate,review_scale
Amazon_Musical_Instruments_14,CFARG,43,1406,630,5.0,4.600882530212402,0.9999992847442627,0.9999847412109375,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1324,415,5.0,5.049314498901367,0.9999991655349731,0.9999876022338867,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,399,456,5.0,4.514365196228027,0.9999982118606567,0.9999880790710449,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,631,706,5.0,4.736615180969238,0.9999985694885254,0.9999845027923584,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,625,128,5.0,4.277777194976807,0.9999988079071045,0.9999786615371704,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1394,707,5.0,4.741963863372803,0.9999991655349731,0.9999818801879883,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,79,393,5.0,4.228843688964844,0.9997434020042419,0.9999885559082031,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,851,192,5.0,5.016604423522949,0.9999992847442627,0.9999874830245972,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1194,728,5.0,4.576466083526611,0.9999973773956299,0.9999793767929077,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,104,835,5.0,4.13213586807251,0.9999985694885254,0.9991130232810974,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,234,519,4.0,4.729586601257324,0.9999992847442627,0.9999799728393555,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,929,71,4.0,4.197907447814941,0.9999985694885254,0.999975323677063,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1196,167,5.0,4.183244705200195,0.9999982118606567,0.9999784231185913,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,234,803,5.0,4.72384786605835,0.9999992847442627,0.9999876022338867,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,577,479,3.0,4.234997749328613,0.9999982118606567,0.9999822378158569,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,218,826,5.0,4.5344014167785645,0.9999983310699463,0.999981164932251,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,720,182,4.0,3.8924965858459473,0.9998766183853149,0.9999727010726929,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,881,415,4.0,4.526444911956787,0.9999986886978149,0.9999876022338867,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,203,565,5.0,3.755880117416382,0.9999992847442627,0.9974702596664429,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,613,27,5.0,4.801299571990967,0.9999991655349731,0.9999871253967285,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,237,605,4.0,4.0589447021484375,0.9999908208847046,0.9999834299087524,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1294,14,5.0,4.1979498863220215,0.9999850988388062,0.9999862909317017,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,499,707,5.0,4.95606803894043,0.9999994039535522,0.9999818801879883,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,824,212,2.0,4.07542085647583,0.9999990463256836,0.9987887740135193,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,419,51,3.0,4.475805759429932,0.9999992847442627,0.9999731779098511,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,864,460,3.0,3.7570905685424805,0.999785840511322,0.9994157552719116,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,82,329,5.0,3.9622905254364014,0.9999874830245972,0.9999843835830688,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,599,424,5.0,5.167338848114014,0.9999985694885254,0.9999891519546509,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,466,402,4.0,3.5016942024230957,0.9997156262397766,0.9996492862701416,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,57,419,4.0,4.121607780456543,0.9998712539672852,0.9999786615371704,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,259,416,5.0,4.140275955200195,0.9999098777770996,0.9999885559082031,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,869,73,5.0,4.718959331512451,0.9999991655349731,0.9999854564666748,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1052,530,5.0,4.268852233886719,0.9999982118606567,0.9999818801879883,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,659,624,5.0,4.490532398223877,0.9999988079071045,0.9999845027923584,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,87,497,4.0,4.247751712799072,0.999998927116394,0.9997397065162659,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,236,50,5.0,4.818844318389893,0.9999988079071045,0.9999872446060181,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,199,387,5.0,4.711465358734131,0.9999978542327881,0.9999867677688599,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,152,503,5.0,4.2867913246154785,0.9999973773956299,0.9999788999557495,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,578,359,4.0,4.644927024841309,0.9999988079071045,0.99998939037323,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,986,681,5.0,4.790537357330322,0.9999990463256836,0.9999827146530151,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1330,556,4.0,4.185456275939941,0.999994158744812,0.9999868869781494,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,599,279,4.0,4.881948947906494,0.9999985694885254,0.9999760389328003,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,711,149,5.0,4.10127067565918,0.9999983310699463,0.9999692440032959,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,748,834,5.0,4.471020698547363,0.999998927116394,0.9999406337738037,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1033,799,5.0,4.914494037628174,0.9999991655349731,0.9999876022338867,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,981,284,4.0,4.423522472381592,0.9999991655349731,0.999988317489624,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,255,519,5.0,4.8216233253479,0.9999991655349731,0.9999799728393555,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,338,568,4.0,4.244076728820801,0.9999990463256836,0.9999812841415405,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1408,629,4.0,3.5933992862701416,0.9999986886978149,0.9965761303901672,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,520,624,5.0,4.375338554382324,0.9999940395355225,0.9999845027923584,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,25,224,5.0,4.728075981140137,0.9999990463256836,0.9999877214431763,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,313,499,5.0,4.729318141937256,0.999998927116394,0.9999861717224121,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,237,51,4.0,3.845353603363037,0.9999908208847046,0.9999731779098511,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,951,799,5.0,4.971765518188477,0.999998927116394,0.9999876022338867,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1008,684,5.0,4.555466651916504,0.9999991655349731,0.999985933303833,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,213,754,5.0,4.3554840087890625,0.9999927282333374,0.999987006187439,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,916,706,1.0,4.725803852081299,0.9999979734420776,0.9999845027923584,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1047,313,3.0,4.181375503540039,0.999998927116394,0.9999806880950928,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1137,39,5.0,4.7061767578125,0.9999985694885254,0.9999873638153076,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,265,44,5.0,4.763522624969482,0.9999990463256836,0.9999841451644897,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,318,336,5.0,4.302492141723633,0.9999983310699463,0.9999881982803345,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,150,632,5.0,4.201690673828125,0.9999990463256836,0.9991864562034607,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1279,605,5.0,4.0265655517578125,0.9999867677688599,0.9999834299087524,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,945,303,5.0,4.738430023193359,0.999998927116394,0.9999867677688599,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1122,680,4.0,4.372521877288818,0.999998927116394,0.9999845027923584,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,548,237,4.0,3.9389069080352783,0.9998754262924194,0.9999845027923584,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1218,144,5.0,4.783039093017578,0.9999990463256836,0.999985933303833,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,328,7,2.0,4.25651741027832,0.9999986886978149,0.9999854564666748,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,893,707,5.0,4.501396179199219,0.9999972581863403,0.9999818801879883,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,197,762,5.0,4.7379536628723145,0.9999990463256836,0.9999797344207764,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1023,660,3.0,3.565457344055176,0.9998914003372192,0.9983327984809875,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,148,419,5.0,4.559083938598633,0.999998927116394,0.9999786615371704,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,367,640,5.0,4.39599084854126,0.9999988079071045,0.999984860420227,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,793,788,5.0,4.517899036407471,0.9999990463256836,0.9999821186065674,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,758,475,5.0,4.271234035491943,0.9999160766601562,0.9999850988388062,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,901,544,5.0,3.9950859546661377,0.9996113181114197,0.9999879598617554,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,381,838,4.0,3.7591919898986816,0.9997938275337219,0.999968409538269,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,468,303,4.0,4.208545207977295,0.9998711347579956,0.9999867677688599,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,593,545,3.0,3.819080352783203,0.9999970197677612,0.9979526996612549,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1255,641,5.0,4.741881370544434,0.999998927116394,0.9999886751174927,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1279,12,5.0,4.157695293426514,0.9999867677688599,0.9999887943267822,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,383,280,4.0,4.1453375816345215,0.9999783039093018,0.9999772310256958,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,779,209,4.0,4.097984790802002,0.9999414682388306,0.9999815225601196,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1193,416,5.0,4.122568607330322,0.9999101161956787,0.9999885559082031,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1014,258,5.0,4.541849136352539,0.999998927116394,0.999971866607666,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,931,651,5.0,4.041689872741699,0.9999986886978149,0.9988253712654114,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,351,676,5.0,4.610133171081543,0.9999983310699463,0.9999871253967285,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1020,740,4.0,4.166518211364746,0.9999042749404907,0.9999872446060181,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1064,164,5.0,4.279416084289551,0.9999626874923706,0.9999860525131226,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,846,897,5.0,4.605166435241699,0.999997615814209,0.9999874830245972,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,298,393,5.0,5.1902852058410645,0.9999988079071045,0.9999885559082031,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,898,260,5.0,4.141478538513184,0.9999990463256836,0.9999518394470215,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,413,425,4.0,4.90398645401001,0.9999986886978149,0.9999876022338867,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,866,289,5.0,4.789895534515381,0.999998927116394,0.9999879598617554,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,898,100,5.0,4.557882308959961,0.9999990463256836,0.9999847412109375,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,185,233,4.0,4.379499912261963,0.9999988079071045,0.9999802112579346,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1417,881,5.0,4.454887866973877,0.9999936819076538,0.9999889135360718,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,876,208,5.0,4.451976776123047,0.9999992847442627,0.9999293088912964,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,985,178,5.0,4.560291767120361,0.999998927116394,0.9999815225601196,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,670,394,5.0,4.561182498931885,0.9999994039535522,0.9999721050262451,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1397,452,5.0,4.35780668258667,0.999998927116394,0.9994521737098694,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1009,462,5.0,4.57066535949707,0.999998927116394,0.9999843835830688,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1343,730,5.0,4.439505100250244,0.9999992847442627,0.9998441934585571,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,263,811,5.0,4.697591304779053,0.9999990463256836,0.9999831914901733,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,891,46,4.0,4.50033712387085,0.9999985694885254,0.9999659061431885,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,274,278,5.0,4.482902526855469,0.9999943971633911,0.9999866485595703,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,514,836,3.0,4.126852989196777,0.9999973773956299,0.9991791844367981,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,927,485,5.0,4.8339056968688965,0.9999992847442627,0.9999858140945435,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,737,485,5.0,4.769711971282959,0.9999991655349731,0.9999858140945435,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,927,574,5.0,5.06077766418457,0.9999992847442627,0.9999837875366211,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,180,734,4.0,4.465441703796387,0.9999986886978149,0.9999865293502808,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,951,519,4.0,4.808211803436279,0.999998927116394,0.9999799728393555,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,100,810,5.0,4.132361888885498,0.9999929666519165,0.9999836683273315,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,183,713,5.0,4.358316898345947,0.9999955892562866,0.9999858140945435,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,554,795,3.0,4.911997318267822,0.9999990463256836,0.9999885559082031,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,289,647,5.0,4.483692646026611,0.9999955892562866,0.9999871253967285,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,204,25,5.0,4.688730716705322,0.9999988079071045,0.9999867677688599,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,635,446,5.0,4.317681312561035,0.9999959468841553,0.9999867677688599,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,112,24,5.0,4.37611722946167,0.9999990463256836,0.9999473094940186,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,368,9,5.0,4.741355895996094,0.999998927116394,0.9999879598617554,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1347,22,5.0,4.183434009552002,0.9997689127922058,0.9999856948852539,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1285,250,5.0,4.392190456390381,0.9999994039535522,0.9999688863754272,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,419,355,4.0,4.731914520263672,0.9999992847442627,0.9999873638153076,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,888,525,4.0,4.8202314376831055,0.9999992847442627,0.9999865293502808,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,304,136,5.0,4.748201370239258,0.9999992847442627,0.9999885559082031,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,456,166,5.0,4.743926048278809,0.9999988079071045,0.9999877214431763,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,373,116,4.0,4.191484451293945,0.9997846484184265,0.9999841451644897,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,593,883,5.0,4.2901716232299805,0.9999970197677612,0.9999833106994629,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1076,285,5.0,4.782817840576172,0.999998927116394,0.9999735355377197,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1234,127,5.0,4.760601997375488,0.9999985694885254,0.9999881982803345,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1166,57,5.0,4.853533744812012,0.9999992847442627,0.9999890327453613,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1125,698,5.0,4.7443695068359375,0.9999986886978149,0.9999866485595703,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,917,167,5.0,4.3398661613464355,0.9999986886978149,0.9999784231185913,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,357,709,5.0,4.544196605682373,0.9999992847442627,0.9999845027923584,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,93,730,5.0,4.229458332061768,0.9999992847442627,0.9998441934585571,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,14,309,5.0,4.270868301391602,0.9999878406524658,0.9999847412109375,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1109,167,5.0,4.320281505584717,0.9999984502792358,0.9999784231185913,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,888,754,4.0,4.642906188964844,0.9999992847442627,0.999987006187439,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,551,706,5.0,4.894674777984619,0.999998927116394,0.9999845027923584,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,144,579,5.0,4.754294395446777,0.9999988079071045,0.999988317489624,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,417,176,1.0,4.35355281829834,0.999998927116394,0.999981164932251,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1312,554,5.0,4.339457988739014,0.9999986886978149,0.9999873638153076,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,865,466,5.0,4.629819393157959,0.9999988079071045,0.9999872446060181,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,269,29,5.0,3.860506057739258,0.9999979734420776,0.999840259552002,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1287,183,3.0,4.540302276611328,0.999998927116394,0.9999874830245972,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,380,336,5.0,4.510293960571289,0.9999988079071045,0.9999881982803345,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,240,116,4.0,4.805087566375732,0.9999985694885254,0.9999841451644897,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,166,156,5.0,4.492945671081543,0.9999980926513672,0.9999810457229614,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1338,134,5.0,3.651498794555664,0.9999986886978149,0.9986740350723267,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1050,193,5.0,4.156614303588867,0.9998315572738647,0.9999862909317017,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,284,274,5.0,4.443338871002197,0.9999933242797852,0.9999862909317017,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,99,286,5.0,4.271300792694092,0.9999037981033325,0.9999862909317017,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,307,116,5.0,4.901365280151367,0.9999992847442627,0.9999841451644897,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,726,443,4.0,4.38706111907959,0.9999990463256836,0.9999837875366211,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,642,67,5.0,5.083532333374023,0.9999992847442627,0.9999881982803345,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,35,6,4.0,4.242669582366943,0.9999955892562866,0.9999858140945435,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,599,435,5.0,4.94844388961792,0.9999985694885254,0.9999880790710449,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,612,315,5.0,4.289035320281982,0.999998927116394,0.9999532699584961,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,682,706,5.0,4.941427707672119,0.9999990463256836,0.9999845027923584,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,501,706,3.0,4.481545448303223,0.9998787641525269,0.9999845027923584,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,331,244,5.0,3.9480202198028564,0.9999990463256836,0.9979786276817322,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,229,108,5.0,4.514218330383301,0.9999986886978149,0.9999876022338867,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,226,84,5.0,4.353143692016602,0.9999984502792358,0.9999856948852539,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1196,91,4.0,4.096250534057617,0.9999982118606567,0.9999841451644897,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1219,198,5.0,4.76536226272583,0.9999991655349731,0.9999839067459106,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1102,730,2.0,4.100653171539307,0.9999980926513672,0.9998441934585571,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,638,212,3.0,3.9722251892089844,0.9999992847442627,0.9987887740135193,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,833,409,5.0,4.128011703491211,0.9999665021896362,0.9999821186065674,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,65,679,3.0,4.842459678649902,0.9999990463256836,0.9999877214431763,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,458,485,5.0,4.612072944641113,0.9999992847442627,0.9999858140945435,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,257,769,2.0,4.762582302093506,0.9999985694885254,0.9999874830245972,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,621,188,5.0,4.681764125823975,0.9999979734420776,0.9999816417694092,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,491,182,5.0,4.555622100830078,0.9999986886978149,0.9999727010726929,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,429,44,4.0,4.178892135620117,0.9999959468841553,0.9999841451644897,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1087,631,5.0,4.570236682891846,0.9999990463256836,0.999984860420227,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1227,94,5.0,4.5178046226501465,0.999998927116394,0.9999805688858032,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,476,61,5.0,5.015688419342041,0.999998927116394,0.9999858140945435,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,915,346,3.0,4.2102789878845215,0.9999501705169678,0.9999866485595703,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1315,718,5.0,5.095419406890869,0.9999992847442627,0.9999879598617554,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1275,303,5.0,4.754947185516357,0.9999991655349731,0.9999867677688599,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1151,763,5.0,4.578875541687012,0.9999990463256836,0.9999852180480957,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,409,68,5.0,4.476347923278809,0.9999990463256836,0.9999886751174927,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,776,20,4.0,4.391838073730469,0.9999977350234985,0.9999868869781494,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,626,468,4.0,4.335946083068848,0.9998691082000732,0.9999821186065674,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,752,467,3.0,4.379962921142578,0.9999980926513672,0.9999860525131226,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,514,308,4.0,4.064950942993164,0.9999973773956299,0.9988839030265808,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,343,134,5.0,4.038842678070068,0.9999990463256836,0.9986740350723267,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,803,46,5.0,4.320275783538818,0.9999985694885254,0.9999659061431885,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1340,586,5.0,4.671123027801514,0.9999991655349731,0.9999896287918091,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,115,537,5.0,4.629994869232178,0.9999991655349731,0.9999866485595703,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,366,176,4.0,4.1393656730651855,0.999915361404419,0.999981164932251,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,930,487,4.0,3.8598382472991943,0.99997878074646,0.9998277425765991,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,594,156,5.0,4.455301761627197,0.9999977350234985,0.9999810457229614,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,380,217,1.0,4.687784194946289,0.9999988079071045,0.9999880790710449,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,338,92,4.0,4.576910495758057,0.9999990463256836,0.9999837875366211,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,688,808,5.0,4.2837419509887695,0.9998816251754761,0.9999861717224121,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,174,116,4.0,4.5367255210876465,0.9999494552612305,0.9999841451644897,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,610,208,5.0,4.091915130615234,0.9999454021453857,0.9999293088912964,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,131,707,3.0,5.0820207595825195,0.9999992847442627,0.9999818801879883,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,186,249,5.0,4.560574531555176,0.999998927116394,0.9999871253967285,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,401,285,4.0,4.4734978675842285,0.9999983310699463,0.9999735355377197,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1273,156,5.0,4.839345455169678,0.9999988079071045,0.9999810457229614,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,1351,89,5.0,4.423007011413574,0.9999990463256836,0.9999865293502808,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,745,696,5.0,4.150373458862305,0.9998499155044556,0.9999876022338867,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,739,163,5.0,4.399641990661621,0.9999990463256836,0.9999730587005615,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,551,97,5.0,4.282133102416992,0.999998927116394,0.9990045428276062,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,346,121,5.0,4.4536943435668945,0.9999984502792358,0.9999899864196777,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,524,329,5.0,4.127917289733887,0.9999980926513672,0.9999843835830688,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,412,706,5.0,4.82266902923584,0.9999990463256836,0.9999845027923584,0.4334867298603058
Amazon_Musical_Instruments_14,CFARG,43,420,404,5.0,4.358712196350098,0.9999991655349731,0.9999785423278809,0.4334867298603058
